"","viento","direccion","temperatura","humedad"
"103",7,84,7.25,52
"104",6.2,83,9.85,48
"105",1.6,74,14.75,43
"106",4.4,272,16.95,39
"107",6.4,275,17.75,37
"108",7.6,275,18.75,34
"109",7.4,296,19.75,31
"110",8.2,282,20.95,29
"111",8.5,283,21.45,29
"112",10,287,21.75,28
"113",10.7,302,21.55,27
"114",9.1,291,21.15,27
"115",9.5,301,20.85,25
"116",7.2,243,18.45,34
"117",4.5,248,16.75,35
"118",2.3,256,16.25,33
"119",2.7,313,15.45,34
"120",1.8,263,14.05,36
"121",4.4,155,13.05,35
"122",1.7,229,12.95,41
"123",5.8,73,8.45,49
"124",6.8,85,9.45,45
"125",4.2,95,8.65,55
"126",6.8,91,7.45,56
"127",11.3,80,8.25,57
"128",11.6,77,11.35,49
"129",9.7,66,16.15,40
"130",5.5,74,19.05,35
"131",2.1,300,21.55,32
"132",6.3,259,21.35,31
"133",6.5,265,22.05,29
"134",8.3,284,22.95,27
"135",8.5,262,22.95,26
"136",9.3,278,23.95,26
"137",11.7,250,23.25,20
"138",11,250,21.95,19
"139",9.3,259,20.85,20
"140",8.3,259,18.35,31
"141",5.5,256,16.05,28
"142",0.7,286,14.15,31
"143",2.4,100,13.45,31
"144",4.4,71,10.75,32
"145",4.4,92,9.55,33
"146",5.1,88,10.05,35
"147",8.9,76,8.45,36
"148",9.6,82,6.95,36
"149",8.1,70,7.55,40
"150",10.4,73,7.55,37
"151",10.6,76,6.45,41
"152",11.7,78,9.75,38
"153",8.3,71,15.95,28
"154",2.7,86,19.35,32
"155",2.7,323,22.15,27
"156",6.1,271,21.85,26
"157",6.9,278,23.15,24
"158",8.3,265,23.65,23
"159",9.5,273,23.85,24
"160",9.6,262,23.45,21
"161",10.2,258,22.35,27
"162",9.6,246,20.85,30
"163",9.4,246,19.15,35
"164",7.4,257,16.95,40
"165",4.4,260,14.75,44
"166",3.3,286,13.75,45
"167",0.3,268,12.65,48
"168",1.2,94,12.15,47
"169",1.8,107,12.65,42
"170",5,89,8.25,50
"171",8.1,77,8.35,52
"172",8,77,7.35,52
"173",8.7,77,7.75,53
"174",9.1,83,7.95,55
"175",10.8,81,7.75,54
"176",8.1,86,9.05,50
"177",5.8,77,15.35,39
"178",1.2,299,18.85,35
"179",4.6,256,18.75,34
"180",6.2,254,20.35,31
"181",7.7,271,20.55,30
"182",9,267,21.25,30
"183",9.1,269,21.75,29
"184",9.9,249,21.35,30
"185",9.1,252,21.35,30
"186",9.9,249,20.55,34
"187",8.9,252,19.15,38
"188",8.1,259,17.45,40
"189",4.2,280,15.45,44
"190",1.2,305,14.75,46
"191",2.6,100,13.35,48
"192",1.9,105,13.45,45
"193",6.3,91,11.85,50
"194",8.7,82,10.45,52
"195",8.2,71,9.25,53
"196",5.6,56,9.55,55
"197",7.7,89,9.25,57
"198",4.8,94,9.05,58
"199",7.2,76,6.75,63
"200",8.1,76,9.85,56
"201",3.9,78,15.25,45
"202",3.7,261,18.05,38
"203",5.3,258,18.75,36
"204",5.8,254,19.45,34
"205",7.8,274,20.65,31
"206",7.9,257,21.45,29
"207",7.9,246,22.65,25
"208",8.8,258,22.95,24
"209",9.7,248,22.35,25
"210",10,251,20.95,32
"211",8.5,251,19.75,33
"212",7.9,249,17.55,35
"213",4.5,271,14.85,48
"214",2.5,321,13.65,50
"215",3.7,92,13.15,49
"216",2.8,108,12.45,49
"217",6.2,89,10.35,48
"218",7.4,76,8.45,56
"219",8.1,72,8.55,53
"220",9,78,8.75,47
"221",10.6,84,6.85,50
"222",12.1,84,6.95,51
"223",10.6,83,9.15,47
"224",10.3,82,10.25,44
"225",6.6,87,15.15,34
"226",2,258,19.25,28
"227",6,270,19.65,29
"228",6.1,257,20.65,26
"229",7.3,254,21.35,23
"230",7.4,265,22.25,21
"231",8.4,262,22.65,19
"232",9,250,23.15,16
"233",10.3,243,21.85,22
"234",9.1,258,20.65,25
"235",8.4,258,19.35,26
"236",6.8,263,17.65,28
"237",5,256,14.95,34
"238",1.3,297,13.75,39
"239",1.3,91,12.85,38
"240",5,79,11.85,38
"241",4,94,9.85,32
"242",6.1,81,9.25,35
"243",6.7,84,9.15,39
"244",8.9,76,8.35,39
"245",10.3,78,7.75,40
"246",10.7,80,8.35,38
"247",11.4,82,8.25,41
"248",8.5,80,9.75,38
"249",6.6,77,15.25,30
"250",1.5,161,19.55,27
"251",6.6,253,19.75,29
"252",5.7,247,20.05,28
"253",6.5,268,20.95,27
"254",7.7,271,21.95,26
"255",7.7,260,22.55,24
"256",8.7,275,23.05,21
"257",8.5,251,22.55,22
"258",8.6,252,21.95,21
"259",9.7,248,20.85,23
"260",7.4,257,18.65,26
"261",3.7,251,16.15,32
"262",1.7,257,15.05,34
"263",2.7,79,12.25,37
"264",4.1,137,12.35,36
"265",3.9,98,9.85,37
"266",7.5,80,8.85,39
"267",7.6,80,7.85,39
"268",8.8,87,8.65,39
"269",10.2,86,8.35,39
"270",10,84,7.15,41
"271",9.8,69,5.55,44
"272",10.7,76,8.55,38
"273",7.7,76,13.85,31
"274",3.4,72,18.65,26
"275",3.8,284,20.85,24
"276",5.4,261,21.95,24
"277",7.5,268,21.95,25
"278",8.5,281,22.45,24
"279",8.1,277,22.85,20
"280",9.5,283,23.35,20
"281",12.6,260,22.45,21
"282",11.2,244,21.15,26
"283",9.8,246,19.65,29
"284",5.6,245,17.65,33
"285",3.8,271,15.75,37
"286",0.7,285,14.95,40
"287",2.4,232,14.85,38
"288",2.8,180,13.55,34
"289",8.7,79,9.75,44
"290",9,73,8.55,45
"291",9.4,80,9.05,44
"292",11.7,79,8.15,46
"293",10.6,85,8.55,49
"294",11.9,80,8.05,51
"295",10.4,80,9.15,56
"296",11.8,82,10.05,50
"297",8.4,62,16.45,38
"298",3.7,84,19.15,36
"299",3.4,295,21.25,31
"300",6.5,291,20.95,30
"301",7.4,298,21.65,28
"302",8.9,289,22.45,18
"303",9.3,306,22.55,15
"304",10.4,283,22.75,13
"305",8.8,288,22.45,13
"306",9.9,280,23.15,15
"307",10.7,253,22.05,17
"308",8.7,240,18.85,25
"309",4.6,265,16.55,30
"310",2.1,267,15.15,32
"311",1.8,38,13.45,32
"312",2.7,146,14.05,29
"313",4.8,72,11.95,29
"314",6.9,88,10.05,34
"315",9,80,10.05,33
"316",8.1,80,8.65,35
"317",9.3,78,10.55,33
"318",10.9,84,9.95,33
"319",11.6,75,8.75,38
"320",8.3,77,9.55,38
"321",9.8,66,16.45,26
"322",7.1,69,19.85,23
"323",8.3,327,21.15,24
"324",8.1,309,21.35,21
"325",7.7,284,22.05,20
"326",8.5,295,22.45,19
"327",6.8,279,22.65,20
"328",8.4,279,23.65,20
"329",9.9,292,23.05,20
"330",9.9,242,22.55,24
"331",10.1,249,20.25,26
"332",7.4,260,18.15,28
"333",1.6,257,16.05,29
"334",1.8,306,14.95,33
"335",1.8,103,14.15,30
"336",2.9,87,10.45,37
"337",2.4,104,12.25,33
"338",6.7,79,8.45,37
"339",9.2,85,9.65,38
"340",10.4,75,7.45,40
"341",9.6,72,7.35,39
"342",8.8,59,6.85,42
"343",9.7,67,6.25,44
"344",10.4,74,9.05,39
"345",8.4,73,15.75,27
"346",3.4,69,18.95,24
"347",1.8,256,22.15,20
"348",7,270,20.95,20
"349",6.3,284,21.95,19
"350",7.6,261,22.65,18
"351",7.6,266,23.55,17
"352",7.1,291,23.45,18
"353",9.3,264,23.95,18
"354",11.1,267,23.05,21
"355",10.8,248,20.15,26
"356",8.5,246,18.05,32
"357",5.3,258,16.45,35
"358",3.1,294,14.75,39
"359",1.5,112,13.85,41
"360",4.2,88,12.25,42
"361",6.4,77,9.35,43
"362",8.4,79,10.45,44
"363",10,79,9.15,46
"364",10.3,72,8.15,48
"365",12.5,80,7.55,48
"366",12.8,86,9.25,46
"367",13.2,82,7.95,50
"368",11,75,9.45,46
"369",8.8,81,16.25,36
"370",4.1,80,19.75,29
"371",5.7,267,20.45,28
"372",6.8,258,21.25,27
"373",6.9,271,21.95,26
"374",7.2,293,23.05,24
"375",8.2,279,23.55,22
"376",8.9,277,23.75,22
"377",11.5,257,23.55,23
"378",10,250,21.45,28
"379",9.7,248,20.85,29
"380",8.6,253,18.65,34
"381",5.4,263,16.75,37
"382",2.7,302,15.45,38
"383",1.1,356,15.15,39
"384",4.3,114,13.65,40
"385",6.8,75,10.85,44
"386",6.9,83,11.25,46
"387",9.6,83,9.05,47
"388",8.8,80,10.35,47
"389",8,87,9.65,49
"390",9,82,8.35,52
"391",9.3,77,7.35,53
"392",10,76,9.85,48
"393",6.9,72,15.65,37
"394",1.6,153,19.35,31
"395",3.5,268,20.55,29
"396",4.6,245,21.85,27
"397",6,260,22.25,26
"398",6.2,269,22.75,25
"399",8.7,284,23.05,22
"400",10.2,285,23.35,20
"401",11.2,252,22.45,27
"402",11.4,250,21.35,30
"403",8.5,252,19.55,33
"404",8.4,248,17.75,38
"405",5.4,260,15.65,43
"406",1.7,302,14.05,48
"407",2.1,108,12.85,49
"408",6.1,75,10.65,50
"409",9.5,81,10.85,52
"410",10.7,78,9.75,50
"411",9.9,76,8.45,51
"412",9.8,77,9.65,49
"413",12.2,77,7.55,52
"414",10.1,79,10.45,48
"415",10.5,71,7.25,53
"416",10.8,71,8.75,49
"417",6.7,77,15.05,38
"418",1.9,111,18.95,30
"419",3,232,20.85,26
"420",5.1,265,20.65,28
"421",6.8,279,21.55,26
"422",7.1,286,22.35,22
"423",8.2,275,22.85,19
"424",10.3,272,23.65,16
"425",11.5,266,23.25,18
"426",10.4,244,21.55,21
"427",8.9,247,20.45,21
"428",8.3,255,18.55,24
"429",3.9,270,15.85,28
"430",1.4,338,14.65,34
"431",3.4,111,13.85,33
"432",2,102,10.75,34
"433",7.3,79,10.45,31
"434",8.3,84,9.35,33
"435",10,83,9.65,31
"436",10.1,71,6.45,33
"437",11.5,82,8.05,31
"438",11.2,87,7.25,32
"439",11.2,75,7.65,32
"440",10.7,80,9.85,29
"441",6.9,81,14.25,24
"442",1.9,239,18.65,20
"443",3.4,269,20.35,18
"444",4.1,272,21.45,18
"445",7.7,260,21.95,19
"446",8.8,257,22.75,18
"447",10.2,269,23.35,18
"448",10.4,256,23.25,17
"449",11,251,22.15,20
"450",10.3,251,20.55,23
"451",7.8,248,19.15,25
"452",7.4,257,17.05,33
"453",4.6,268,14.25,42
"454",1.1,302,12.85,49
"455",3.3,87,11.85,41
"456",5.1,87,9.45,46
"457",5.7,80,9.95,45
"458",7.8,77,7.75,41
"459",9,80,8.25,39
"460",9.1,77,6.65,41
"461",9.6,79,8.15,40
"462",8.8,82,7.85,39
"463",10.4,76,5.85,40
"464",9.5,83,8.15,36
"465",6.5,71,13.15,29
"466",1.8,216,17.05,25
"467",3.4,263,18.65,24
"468",5.9,273,19.65,23
"469",6.4,238,20.45,22
"470",7.5,250,21.65,20
"471",8.9,260,22.05,19
"472",10.8,253,22.45,17
"473",9.5,273,21.65,20
"474",8.4,255,20.55,24
"475",8.3,246,19.35,25
"476",6.8,259,17.95,28
"477",4.9,258,15.35,32
"478",2.6,283,13.55,36
"479",3.8,88,12.75,37
"480",4.9,79,10.15,39
"481",5.9,89,9.15,40
"482",6.8,75,7.65,41
"483",6.6,80,7.65,40
"484",7,85,6.95,41
"485",8.8,82,7.25,39
"486",10.5,76,5.15,43
"487",11.7,83,4.65,45
"488",10.6,75,9.05,37
"489",6.8,77,13.35,31
"490",1.4,132,17.35,28
"491",3.7,250,18.95,22
"492",6.5,264,19.55,24
"493",7.3,270,20.05,24
"494",7,243,21.05,21
"495",7.9,273,21.75,20
"496",9.7,263,22.65,20
"497",9.7,259,21.75,23
"498",8.3,263,21.35,24
"499",9.5,254,19.55,27
"500",7,251,17.75,29
"501",4.7,265,14.85,42
"502",1.8,255,13.15,49
"503",1.3,109,12.25,51
"504",3.5,128,11.45,49
"505",1.8,82,10.95,48
"506",5.8,88,8.45,47
"507",8.3,85,8.05,47
"508",9.7,78,7.35,46
"509",11.4,76,5.65,45
"510",11.8,85,6.05,47
"511",10.5,78,7.05,42
"512",11.1,77,7.25,41
"513",7.1,87,13.55,33
"514",1.2,146,18.85,27
"515",4.5,273,19.65,25
"516",6.2,262,20.05,24
"517",6,246,20.75,23
"518",6.3,266,21.35,22
"519",7.2,266,22.25,21
"520",8.6,270,23.05,17
"521",8.3,264,22.45,17
"522",8.9,266,22.05,20
"523",8.6,250,20.65,23
"524",8.3,253,18.95,25
"525",5,275,16.55,30
"526",0.4,237,14.95,35
"527",1.7,106,14.15,36
"528",1.6,95,13.05,31
"529",5.8,92,10.95,33
"530",5.9,85,9.45,32
"531",6.1,89,8.35,33
"532",9.3,83,8.25,33
"533",10.1,81,7.85,33
"534",9.9,86,8.35,33
"535",10.4,85,8.75,34
"536",10.3,82,10.85,31
"537",8,72,15.05,25
"538",2.5,241,19.45,22
"539",4.5,270,20.35,22
"540",6.5,280,20.75,22
"541",6.4,260,21.55,20
"542",7.8,268,22.65,20
"543",9.8,252,23.15,19
"544",8.5,263,23.85,15
"545",8.8,271,23.25,14
"546",9.2,254,22.45,16
"547",10.3,252,21.15,16
"548",8.9,261,18.95,17
"549",4.8,271,16.35,23
"550",1.8,278,14.55,38
"551",2.2,132,13.15,37
"552",4.4,78,10.45,31
"553",5.2,77,9.45,28
"554",6.6,82,9.55,35
"555",8.9,78,9.25,30
"556",10.2,81,8.35,28
"557",9.8,78,9.25,25
"558",11.8,77,7.75,26
"559",9.4,86,8.35,26
"560",9.7,75,9.95,24
"561",8.6,78,14.15,19
"562",1.2,56,19.25,17
"563",6.6,257,20.05,17
"564",5.9,253,20.05,18
"565",7.6,271,20.85,18
"566",8.7,274,21.75,17
"567",8.9,263,22.15,18
"568",9.4,281,22.35,15
"569",10.3,275,22.05,22
"570",10.1,258,20.95,25
"571",9.7,246,18.95,31
"572",7.3,251,17.15,34
"573",3.7,261,15.05,35
"574",1.7,271,13.85,36
"575",1.4,95,12.75,34
"576",1.6,85,11.25,42
"577",1.1,81,11.75,39
"578",5.5,82,9.05,40
"579",5.9,79,7.75,41
"580",7.4,85,7.95,39
"581",4.3,97,7.25,39
"582",7.1,77,5.85,42
"583",7.8,89,6.15,41
"584",9,74,8.75,35
"585",6.5,69,13.35,30
"586",2.8,261,17.55,21
"587",5,262,18.35,24
"588",6,271,18.45,22
"589",7.5,267,18.75,24
"590",7.2,277,20.25,23
"591",6.9,278,20.75,21
"592",11.2,255,20.95,22
"593",8.9,267,19.95,26
"594",8.7,247,18.85,31
"595",8.8,256,17.05,38
"596",6.5,257,15.05,41
"597",3.6,247,12.85,50
"598",1.3,270,11.75,56
"599",1.9,99,11.05,52
"600",3.4,77,10.45,51
"601",2.3,89,10.75,51
"602",4.9,77,8.45,52
"603",5.2,80,8.25,50
"604",7.3,82,6.75,51
"605",7.9,89,6.25,53
"606",9,80,7.85,49
"607",9.9,79,7.55,49
"608",8.3,81,10.25,43
"609",4.1,69,14.85,35
"610",4,271,16.75,31
"611",5.4,277,16.95,28
"612",6.4,258,18.65,26
"613",6.3,278,19.35,22
"614",6.5,260,20.25,20
"615",7.6,277,21.25,19
"616",7.5,293,21.75,18
"617",9.1,264,21.55,18
"618",8,254,21.25,17
"619",10.7,253,19.95,20
"620",8.4,268,17.75,16
"621",2.8,289,15.05,17
"622",2.4,260,13.65,19
"623",1.1,19,12.45,21
"624",2.2,126,11.25,19
"625",4.4,76,10.05,20
"626",4.4,87,10.25,22
"627",6.8,78,8.45,23
"628",8.1,88,8.75,25
"629",8.6,86,8.95,27
"630",9.8,82,7.65,29
"631",7.2,94,7.45,29
"632",10.5,85,10.25,27
"633",7.2,88,15.15,22
"634",2.6,34,20.25,19
"635",6.8,276,19.55,17
"636",6.1,258,20.55,16
"637",7,264,21.75,13
"638",7.1,260,22.35,13
"639",8.5,262,22.85,14
"640",8.1,251,23.05,14
"641",9.9,256,22.05,16
"642",9,257,20.85,16
"643",8.2,252,18.85,16
"644",4.5,262,16.95,18
"645",1.8,294,15.15,19
"646",1.9,108,14.45,20
"647",2.5,123,14.55,20
"648",3.5,76,11.65,22
"649",6.9,77,10.45,22
"650",5.8,86,10.15,21
"651",7.2,85,9.95,26
"652",9.9,77,9.55,25
"653",10.2,77,8.45,27
"654",11,84,9.05,28
"655",10.4,85,10.95,28
"656",7.7,81,12.25,27
"657",7.4,68,15.95,24
"658",2.1,73,20.15,18
"659",2.5,215,22.05,16
"660",5.1,236,22.35,18
"661",6.2,272,23.65,17
"662",6.1,241,24.55,16
"663",8.1,250,25.15,16
"664",9.3,264,25.55,15
"665",10,258,25.05,14
"666",7.7,255,23.75,18
"667",9.1,250,22.15,20
"668",7,248,20.35,20
"669",3.9,263,18.15,25
"670",0.9,313,17.05,27
"671",2.1,92,15.05,25
"672",2.7,71,15.65,24
"673",2.8,104,11.95,28
"674",8.1,75,11.25,28
"675",7.5,73,10.85,28
"676",9,79,11.15,28
"677",9.1,82,10.75,28
"678",9.8,81,10.45,30
"679",10.5,77,10.45,30
"680",9.6,78,13.05,27
"681",8.1,70,15.65,24
"682",2.5,245,21.15,18
"683",5.8,256,21.35,18
"684",6.7,266,21.85,17
"685",5.7,256,22.85,17
"686",7.3,281,23.85,16
"687",8.4,267,24.45,16
"688",9,265,25.05,15
"689",10.5,259,25.05,13
"690",11.3,262,23.75,20
"691",8.6,243,21.85,25
"692",6.6,256,19.95,29
"693",4.3,262,17.65,37
"694",2.9,243,16.25,39
"695",1.1,169,16.15,35
"696",3.4,267,16.75,28
"697",4.4,88,13.25,35
"698",8.1,86,10.95,39
"699",8.3,74,10.15,36
"700",9.6,86,10.65,35
"701",9.8,83,9.95,35
"702",10.1,78,9.35,35
"703",11.2,80,8.55,36
"704",9.8,83,10.85,34
"705",7.2,85,14.95,29
"706",2.2,139,19.85,24
"707",2.8,261,21.85,23
"708",7,259,22.25,22
"709",7.2,264,22.05,23
"710",7.2,289,22.35,22
"711",7.8,271,23.25,21
"712",8.1,275,22.75,21
"713",10.8,269,22.95,20
"714",8.8,267,23.25,20
"715",8.7,259,22.05,26
"716",7.8,250,19.85,32
"717",5,268,17.05,39
"718",2.1,293,15.25,49
"719",3.4,118,14.35,51
"720",3.5,71,12.25,45
"721",3.8,84,11.25,42
"722",8.9,81,10.15,49
"723",4.4,93,9.65,47
"724",9.2,78,8.85,44
"725",10.6,80,9.45,43
"726",11.2,77,8.55,42
"727",10,84,8.55,43
"728",9.5,75,9.45,42
"729",6.8,72,14.75,34
"730",1.4,292,20.15,26
"731",6.3,256,19.55,29
"732",5.9,250,19.35,30
"733",8.2,268,21.25,28
"734",8.2,259,22.05,27
"735",9.9,264,22.45,28
"736",10.4,267,22.65,27
"737",10.4,265,22.35,31
"738",10.5,257,21.05,36
"739",8.8,254,19.45,41
"740",7.6,256,17.55,49
"741",5.7,258,15.25,56
"742",1.8,239,13.45,62
"743",1.1,232,13.45,65
"744",2.9,92,11.65,65
"745",3.8,90,9.45,69
"746",5,81,9.85,70
"747",6.5,85,8.35,74
"748",7,82,8.75,74
"749",7.8,77,7.65,74
"750",9.2,76,8.35,72
"751",9.7,85,7.65,71
"752",9.3,81,10.45,64
"753",5.9,75,13.75,54
"754",2.5,239,17.45,42
"755",7,269,17.55,45
"756",7.4,260,18.45,37
"757",7,266,19.05,33
"758",7,281,19.75,31
"759",7.4,263,20.65,29
"760",7.8,270,21.35,28
"761",10.3,250,21.65,30
"762",9.3,258,21.05,34
"763",10.1,254,20.05,39
"764",9.7,257,17.15,49
"765",7,269,14.85,60
"766",3.9,255,13.35,61
"767",1.1,174,13.15,64
"768",2.9,121,12.25,61
"769",5.6,81,10.25,66
"770",6.1,86,10.85,67
"771",6.4,78,8.45,74
"772",8,87,8.25,72
"773",8,77,8.95,71
"774",8,81,8.05,73
"775",8.2,83,9.85,65
"776",8.2,73,8.65,65
"777",6.8,75,13.65,52
"778",2.1,230,17.95,28
"779",6,266,18.55,33
"780",5.8,258,19.05,36
"781",6.6,267,19.95,35
"782",9,285,20.85,33
"783",8.1,265,21.25,32
"784",9.9,266,21.65,30
"785",10.5,267,21.75,31
"786",9.9,263,20.55,34
"787",10.2,259,19.55,38
"788",8.6,256,17.75,44
"789",6.7,246,15.35,51
"790",4.1,270,13.75,58
"791",0.8,281,12.85,63
"792",1.9,92,12.05,59
"793",3,73,10.65,64
"794",2.6,111,11.85,50
"795",4.9,81,7.95,60
"796",6.2,86,7.85,58
"797",7.5,75,8.05,61
"798",10,79,7.65,63
"799",9.4,71,7.15,65
"800",9.6,74,8.15,59
"801",8,69,12.55,47
"802",1.8,78,17.25,39
"803",2.5,281,19.05,35
"804",5.6,265,19.75,31
"805",5.3,270,20.65,30
"806",6.4,253,21.55,29
"807",8.3,257,22.65,27
"808",7.4,267,22.85,26
"809",6.6,239,22.75,25
"810",9.7,249,21.95,31
"811",9.4,253,20.75,34
"812",8.9,250,18.75,41
"813",5,257,16.95,46
"814",3.8,300,15.25,50
"815",1.2,183,13.55,57
"816",3.5,79,12.95,53
"817",3.8,79,12.25,49
"818",3.2,85,11.85,50
"819",6.1,73,10.05,57
"820",4.6,94,9.55,53
"821",7.5,78,8.65,55
"822",6.5,88,8.75,56
"823",9.3,82,8.65,58
"824",9.7,84,10.55,54
"825",6.8,70,15.15,44
"826",1.5,84,18.75,36
"827",2.3,250,21.05,31
"828",5.7,268,21.05,33
"829",6.9,260,21.15,32
"830",7,269,22.55,30
"831",7.7,262,23.35,27
"832",9.4,266,23.45,28
"833",8.4,273,23.55,27
"834",9.2,256,22.75,32
"835",9.1,252,21.05,36
"836",7.6,253,19.05,41
"837",5.7,250,16.95,48
"838",3.2,279,15.65,52
"839",2.2,258,14.85,53
"840",1.2,246,14.55,54
"841",1.4,162,14.05,55
"842",2.2,86,11.45,55
"843",2.3,97,10.35,57
"844",6,83,11.55,58
"845",6.2,76,10.15,61
"846",7.8,77,10.05,60
"847",9.8,82,9.65,57
"848",8.2,75,11.55,54
"849",6.3,76,15.85,47
"850",2,237,19.45,39
"851",2.4,258,21.25,35
"852",5,246,21.95,33
"853",7.1,265,22.45,32
"854",8.3,264,23.05,30
"855",9.2,270,23.95,30
"856",10.6,273,24.25,29
"857",10.4,272,23.05,29
"858",7.6,251,22.25,29
"859",9,270,22.55,30
"860",9.5,251,20.85,35
"861",6.1,255,18.45,44
"862",2.9,264,16.95,47
"863",0.8,112,16.65,45
"864",1.8,239,17.25,44
"865",2.3,249,17.05,44
"866",1.3,20,16.05,45
"867",4.4,77,14.15,44
"868",2.3,111,13.85,50
"869",4.7,87,11.35,53
"870",5.4,87,10.85,55
"871",7.1,92,10.25,54
"872",8.5,77,10.75,52
"873",6.4,79,16.05,44
"874",1.6,230,19.35,37
"875",6.4,265,20.35,39
"876",6.3,249,20.55,37
"877",6.8,246,21.65,32
"878",7.3,260,22.45,25
"879",8,270,23.55,22
"880",9.4,259,24.35,18
"881",10.3,261,23.95,20
"882",9.2,243,23.05,24
"883",10.2,247,21.75,21
"884",7.4,258,20.15,17
"885",4.6,264,18.25,23
"886",2.4,274,16.85,27
"887",3.1,97,15.75,26
"888",4.4,87,13.35,33
"889",3.2,71,13.25,32
"890",6.6,77,11.65,30
"891",7.7,74,12.25,31
"892",8.2,70,10.25,33
"893",10.9,85,8.75,34
"894",11.9,81,9.65,36
"895",10.1,67,8.75,39
"896",11.2,74,9.45,36
"897",8.3,74,15.25,30
"898",2.2,67,20.35,24
"899",6.3,258,20.75,24
"900",8.3,267,20.45,23
"901",8,265,20.95,23
"902",8.7,274,21.85,23
"903",9.9,284,22.35,22
"904",9.7,265,23.35,20
"905",11,250,22.15,30
"906",9.7,247,20.85,33
"907",8,261,19.65,36
"908",7.2,253,17.85,41
"909",5.1,253,15.35,46
"910",2.8,265,13.75,56
"911",1.3,317,12.75,61
"912",2.8,228,13.65,51
"913",0.9,83,12.35,50
"914",6,70,9.15,56
"915",5.7,89,8.85,54
"916",8.8,77,8.55,56
"917",6.4,83,7.95,56
"918",6.8,83,8.45,54
"919",9,83,8.15,48
"920",7.3,73,8.85,48
"921",5.1,72,13.85,39
"922",2.2,247,17.55,32
"923",6.3,263,16.95,37
"924",7.4,279,17.25,38
"925",7.2,254,18.35,36
"926",7.5,271,18.95,34
"927",7.4,274,19.55,32
"928",8.6,270,20.45,24
"929",10.2,248,21.35,24
"930",8.8,259,20.15,36
"931",9.6,247,19.45,40
"932",7,261,17.85,44
"933",4.3,251,15.65,52
"934",3,252,14.05,59
"935",1.8,76,13.15,62
"936",0.8,7,12.65,65
"937",4.3,95,12.25,59
"938",3,100,11.85,62
"939",2,97,10.05,57
"940",4.7,85,9.95,61
"941",7.4,79,9.05,62
"942",5.4,75,9.25,62
"943",7.2,81,7.45,64
