"","viento","direccion","temperatura","humedad"
"147",7.5,274,-6.65,14
"148",7.4,284,-5.85,13
"149",7.4,286,-7.35,15
"150",7.1,287,-7.35,14
"151",6.1,277,-7.05,15
"152",8,280,-6.45,12
"153",7.4,279,-3.15,10
"154",7.4,267,-0.05,8
"155",9.7,262,3.25,6
"156",10.9,266,4.75,5
"157",11.7,268,6.15,4
"158",9.3,272,6.85,3
"159",10.8,281,7.25,2
"160",11.3,262,6.55,3
"161",9.8,279,6.35,3
"162",10.9,275,5.05,3
"163",9.4,264,2.05,5
"164",8.1,271,-0.75,6
"165",8.9,277,-0.55,6
"166",8,279,-1.35,6
"167",5.9,250,-3.85,7
"168",5.4,233,-6.25,11
"169",5.3,263,-5.45,11
"170",6,279,-6.75,12
"171",6.4,259,-6.15,12
"172",6,273,-7.25,14
"173",5.9,243,-7.45,15
"174",6.5,239,-7.95,14
"175",4,246,-7.45,13
"176",2.6,234,-8.75,16
"177",2.3,35,-5.05,11
"178",2.2,26,-0.55,11
"179",1.1,116,2.45,8
"180",4.2,38,4.45,5
"181",9.2,255,6.15,3
"182",9.7,273,6.25,4
"183",12.1,280,5.65,4
"184",12.6,255,5.15,4
"185",9.6,276,3.95,4
"186",9.1,255,2.75,4
"187",9.3,226,0.15,4
"188",8.9,223,-1.35,5
"189",8.8,224,-2.05,6
"190",6.8,265,-3.05,7
"191",7,274,-5.15,12
"192",7.7,263,-3.05,7
"193",5.9,264,-2.85,7
"194",4,274,-7.05,12
"195",6.5,233,-5.65,10
"196",1.4,4,-6.85,12
"197",1.1,231,-7.65,13
"198",2.2,262,-7.55,12
"199",1.1,282,-10.35,18
"200",2.2,223,-9.55,16
"201",1.2,262,-10.95,26
"202",0.8,110,-1.55,10
"203",1.2,41,-3.05,19
"204",1.4,70,3.25,6
"205",1.3,70,4.95,2
"206",2.2,57,7.25,2
"207",5.2,247,6.75,2
"208",7.5,240,6.75,1
"209",9.1,241,5.75,1
"210",8.7,248,4.05,2
"211",8.4,256,0.45,3
"212",7.6,255,-0.45,5
"213",2.6,275,-4.25,8
"214",6.1,268,-5.05,10
"215",1.6,314,-7.15,11
"216",1.8,354,-8.55,13
"217",0.6,261,-9.35,16
"218",0.6,183,-11.15,16
"219",0.4,204,-13.15,20
"220",1.6,207,-11.85,14
"221",2,222,-12.15,19
"222",1.1,222,-15.25,25
"223",1.2,307,-15.45,19
"224",2.3,226,-13.35,26
"225",0.8,74,-14.35,28
"226",0.8,42,-5.75,16
"227",2,35,-3.35,15
"228",1.9,45,2.35,6
"229",3,65,5.95,4
"230",9.5,297,7.35,2
"231",16.9,265,6.25,3
"232",15.7,278,6.25,4
"233",8.2,278,5.35,4
"234",13.8,317,3.75,5
"235",12.7,308,2.15,6
"236",7,284,1.25,6
"237",5.9,274,-0.05,10
"238",5.7,270,-1.75,14
"239",6.8,277,-3.65,16
"240",8.3,286,0.85,10
"241",8.3,247,-0.85,10
"242",10,247,-1.65,9
"243",7.1,279,-2.05,10
"244",6.1,285,-1.35,7
"245",5.4,285,-4.25,9
"246",6.4,294,-4.45,10
"247",7.3,290,-3.75,9
"248",5.6,278,-2.85,7
"249",5,266,0.75,7
"250",4,276,2.35,6
"251",5.4,237,3.85,4
"252",5.8,250,5.05,5
"253",9.2,313,5.45,7
"254",9.6,306,7.35,5
"255",10.3,323,4.25,7
"256",10.8,292,0.55,32
"257",10.9,283,1.05,29
"258",8,309,0.95,28
"259",7.2,333,-0.65,44
"260",3.2,49,-2.15,58
"261",3.4,238,-1.95,63
"262",4.1,287,-0.45,43
"263",3.7,279,-1.45,33
"264",6.2,272,-1.55,36
"265",4.5,301,-2.45,27
"266",4.6,309,-4.65,37
"267",5.4,283,-6.15,39
"268",5.4,303,-6.05,31
"269",5.4,286,-6.85,30
"270",5.6,272,-5.45,24
"271",4.9,265,-4.85,18
"272",4.4,290,-4.65,17
"273",3.7,241,-1.85,17
"274",6,257,4.15,13
"275",8.7,284,4.85,14
"276",10.7,284,6.25,12
"277",11.8,292,6.85,12
"278",12,289,7.35,12
"279",11.2,285,7.85,9
"280",9.7,292,7.85,9
"281",8.7,285,6.55,11
"282",5.5,297,5.75,11
"283",8.8,270,1.45,18
"284",4.1,344,2.95,12
"285",5.7,343,0.55,18
"286",5.8,318,-1.05,23
"287",5.6,320,-0.55,23
"288",4.3,256,-1.05,22
"289",4,283,0.15,21
"290",6.1,257,-1.85,33
"291",4.9,291,-1.05,34
"292",0.8,263,-2.95,47
"293",2.2,262,-4.45,49
"294",1.3,231,-3.45,46
"295",1.8,316,-5.05,50
"296",2.6,242,-5.75,48
"297",1.5,340,-0.25,37
"298",1.2,147,3.65,26
"299",9.4,288,6.15,21
"300",10.1,286,6.25,25
"301",15.3,281,7.05,18
"302",12.4,281,7.55,15
"303",12.1,289,7.55,15
"304",11.5,281,6.95,14
"305",11.7,282,6.45,15
"306",10.5,271,5.45,15
"307",12.4,261,3.45,18
"308",10.9,259,2.55,20
"309",10.5,255,2.35,21
"310",7.5,266,1.85,22
"311",6.7,263,0.95,24
"312",9.4,238,-0.45,27
"313",10.1,245,-0.35,27
"314",12.1,262,0.65,25
"315",14.1,253,-0.35,27
"316",14.5,241,-0.35,28
"317",11.3,248,-0.05,27
"318",5.6,260,-0.45,28
"319",2.3,268,-1.95,30
"320",3.5,285,-3.55,35
"321",6,252,0.15,29
"322",10.5,232,2.95,23
"323",10.9,279,5.35,17
"324",12.5,281,6.35,15
"325",14.2,276,7.15,13
"326",16.2,265,7.25,11
"327",13.4,279,7.25,14
"328",16.5,268,6.45,13
"329",13.8,276,5.95,12
"330",13.2,273,4.85,14
"331",8.2,275,2.25,21
"332",9.7,251,1.15,22
"333",10.7,243,1.45,18
"334",10.3,249,0.35,21
"335",9.4,198,-0.45,27
"336",3.4,250,-1.35,27
"337",6.1,271,-2.45,30
"338",2,1,-3.45,30
"339",5.2,291,-3.45,33
"340",5.3,282,-5.35,38
"341",4.2,270,-4.85,37
"342",5.5,244,-5.55,35
"343",5.2,257,-5.35,34
"344",1.5,352,-7.55,32
"345",2.2,70,-3.65,27
"346",0.8,117,-0.05,23
"347",2,346,6.05,9
"348",8.8,253,6.95,5
"349",10.4,259,8.15,5
"350",11.1,270,8.45,4
"351",8.3,253,9.35,4
"352",8.2,276,8.95,3
"353",8.3,260,8.55,3
"354",8.4,265,7.15,4
"355",8.5,258,3.25,6
"356",7.3,286,0.15,10
"357",1.9,216,-2.55,11
"358",4,290,-3.05,12
"359",0.8,250,-5.05,15
"360",1.7,231,-5.25,15
"361",6.6,276,-5.65,17
"362",6.1,272,-5.35,16
"363",7.4,288,-4.35,17
"364",2.6,248,-4.15,14
"365",6.3,287,-4.25,14
"366",5.9,272,-5.35,15
"367",4.8,274,-6.75,17
"368",0.7,57,-8.55,22
"369",3.6,287,-4.75,18
"370",1.5,223,2.45,9
"371",5.4,254,5.35,6
"372",7.7,241,6.35,6
"373",10,259,7.55,3
"374",9.9,265,7.65,3
"375",12.3,250,7.65,2
"376",11.3,256,7.15,2
"377",11.2,262,6.85,3
"378",12.8,258,5.15,4
"379",9.3,258,2.75,6
"380",1.6,260,-1.45,10
"381",3.5,282,-1.95,11
"382",5.1,285,-2.95,13
"383",5.4,279,-3.35,12
"384",5.7,283,-4.75,13
"385",5.9,268,-6.15,14
"386",7,251,-4.15,11
"387",6.8,255,-4.35,8
"388",4.3,298,-5.65,9
"389",5.6,293,-5.35,10
"390",6,270,-5.45,9
"391",7.9,292,-4.35,9
"392",5.4,269,-7.25,11
"393",3.2,332,-1.45,8
"394",1.1,75,3.45,5
"395",1.7,56,3.55,5
"396",2.4,299,6.85,4
"397",3,293,7.95,3
"398",2.3,310,8.65,2
"399",2.1,40,8.65,2
"400",2.7,302,8.95,1
"401",6.3,264,7.35,2
"402",6,263,6.35,2
"403",5.7,258,1.85,4
"404",7.8,256,0.85,6
"405",5.5,277,-2.35,6
"406",1.6,286,-4.15,7
"407",1.2,267,-5.75,10
"408",3.1,211,-6.85,13
"409",1.8,232,-8.55,13
"410",1.1,136,-9.95,13
"411",1.6,206,-11.65,14
"412",1.2,231,-10.35,16
"413",1,207,-12.45,16
"414",1.4,208,-10.55,15
"415",0.9,213,-12.95,17
"416",1.2,203,-13.05,18
"417",0.6,247,-10.25,18
"418",0.5,151,-4.65,18
"419",1,77,-2.05,15
"420",2.5,50,2.95,8
"421",2,26,5.35,6
"422",2.7,37,6.95,4
"423",2.6,57,7.75,3
"424",1.8,25,8.35,2
"425",5.6,265,7.85,2
"426",6.3,269,6.65,2
"427",5.5,267,1.55,3
"428",5,267,-2.35,7
"429",0.8,219,-3.45,8
"430",1.7,257,-5.15,9
"431",2.8,272,-4.75,10
"432",1,174,-5.75,11
"433",1,263,-7.05,12
"434",1.7,13,-8.15,11
"435",1.4,45,-8.05,12
"436",1.9,223,-10.15,12
"437",0.3,8,-12.95,15
"438",0.5,299,-11.85,17
"439",1.2,255,-11.75,15
"440",0.2,223,-14.45,21
"441",0.7,183,-10.75,18
"442",1.7,45,-5.75,16
"443",0.7,96,0.05,15
"444",1.7,50,3.55,7
"445",2.1,91,7.55,3
"446",1.9,307,7.95,3
"447",2.8,51,8.15,2
"448",2.4,75,8.75,2
"449",3.2,326,8.85,2
"450",6.9,249,6.75,5
"451",7.1,248,2.65,8
"452",7.5,281,0.65,10
"453",5.8,266,-1.25,12
"454",5.7,258,-4.15,15
"455",6.2,259,-3.35,16
"456",5.4,275,-4.25,15
"457",6.5,284,-4.95,18
"458",5.1,280,-6.15,19
"459",1.5,192,-6.05,20
"460",1.5,280,-6.55,21
"461",1.4,295,-8.35,25
"462",1.6,19,-8.25,24
"463",2.3,240,-7.75,24
"464",0.9,162,-9.55,28
"465",0.9,226,-4.25,25
"466",1.4,43,-1.05,20
"467",1.3,112,4.95,15
"468",2.8,283,6.25,11
"469",7.8,293,6.75,11
"470",7,292,6.55,10
"471",9.3,269,6.25,9
"472",10.9,291,6.15,8
"473",11.9,263,5.25,9
"474",12,276,3.95,12
"475",8.2,265,1.35,16
"476",9.4,253,0.15,20
"477",12,263,-0.15,22
"478",11.2,263,-0.85,24
"479",11.8,260,-1.15,24
"480",16,240,-1.15,24
"481",16.2,245,-1.45,23
"482",17,243,-1.55,22
"483",20,262,-2.05,22
"484",15.7,244,-3.25,24
"485",16,259,-3.05,23
"486",13.3,252,-3.15,23
"487",15.1,257,-2.95,22
"488",10.7,252,-3.05,21
"489",10.6,249,-1.55,20
"490",13.1,264,0.45,18
"491",16.1,260,1.85,15
"492",11.8,270,3.55,12
"493",12.7,266,4.35,13
"494",12.5,278,4.05,12
"495",17,267,4.45,11
"496",18,203,3.65,13
"497",16.5,262,2.85,15
"498",12.4,257,2.15,17
"499",12.3,269,-0.35,20
"500",16.1,278,-0.95,22
"501",6.2,264,-1.85,23
"502",19.8,283,-2.35,24
"503",17.6,295,-2.75,24
"504",12.4,296,-2.55,25
"505",6.9,317,-2.85,27
"506",8.4,286,-2.95,27
"507",8,272,-3.45,26
"508",7.2,270,-3.75,26
"509",6.1,267,-4.05,28
"510",9.8,304,-4.25,27
"511",5.8,282,-6.15,33
"512",3.6,276,-7.25,35
"513",8.6,306,-3.45,29
"514",13.5,292,-1.15,25
"515",17.8,308,0.05,21
"516",18.3,296,1.15,17
"517",23,315,1.45,16
"518",22,309,2.15,17
"519",19.8,302,1.95,16
"520",13.4,281,1.65,18
"521",11.7,262,0.95,18
"522",13.5,311,-0.35,19
"523",7.7,250,-1.95,22
"524",11.6,312,-2.55,22
"525",6.6,313,-3.35,24
"526",11.9,319,-3.45,21
"527",12.9,314,-3.65,21
"528",13.9,309,-4.45,26
"529",11.9,316,-3.85,21
"530",11.7,310,-4.05,21
"531",15.6,301,-4.95,26
"532",17.7,312,-6.05,35
"533",8.9,277,-8.35,32
"534",9,290,-10.25,34
"535",9.9,301,-10.65,35
"536",12.8,312,-10.75,34
"537",13,303,-10.55,36
"538",16,298,-7.85,30
"539",16.7,284,-6.95,29
"540",15.8,267,-5.65,18
"541",18.7,279,-4.65,16
"542",14.7,269,-4.45,15
"543",15.9,270,-3.95,8
"544",18,280,-4.35,5
"545",18.3,266,-5.35,4
"546",16.4,270,-6.75,4
"547",10.1,261,-9.05,5
"548",9.6,251,-10.25,16
"549",8.2,276,-11.75,15
"550",7.9,273,-11.45,11
"551",6.8,245,-11.35,13
"552",8.9,218,-12.85,22
"553",11.1,231,-12.15,17
"554",7.6,259,-13.05,22
"555",8.8,255,-11.55,16
"556",12,266,-11.55,13
"557",14.4,247,-10.55,12
"558",11.9,220,-11.65,13
"559",10.5,235,-9.95,10
"560",9.6,242,-9.85,9
"561",8.6,238,-7.85,7
"562",8.4,244,-5.15,6
"563",8.1,235,-2.55,5
"564",9.7,250,0.25,3
"565",10.2,255,1.65,2
"566",10.4,252,2.35,1
"567",10.7,261,2.85,1
"568",12.4,293,2.25,1
"569",12.5,259,2.05,1
"570",9.4,256,0.45,1
"571",8.3,254,-2.15,2
"572",6.6,271,-4.45,5
"573",8.8,251,-4.95,6
"574",8.1,260,-5.95,8
"575",6.4,282,-8.65,10
"576",5.8,248,-8.55,10
"577",4.4,259,-8.95,8
"578",3.9,237,-9.95,8
"579",0.9,236,-10.75,8
"580",1.7,207,-13.75,8
"581",2.3,201,-11.05,10
"582",1.2,63,-10.05,8
"583",1.6,25,-8.25,5
"584",0.6,181,-10.65,5
"585",1.4,209,-6.25,6
"586",1.1,354,-1.45,4
"587",8.2,259,0.25,3
"588",12.2,241,0.85,2
"589",12.7,251,1.25,2
"590",12.8,270,2.25,2
"591",14.9,254,1.75,1
"592",14.5,253,1.85,2
"593",12.5,296,1.25,2
"594",11.6,273,0.25,3
"595",6.3,266,-2.35,4
"596",7.5,255,-4.45,5
"597",7,253,-5.95,6
"598",7.6,254,-6.35,8
"599",9.5,244,-5.75,8
"600",11.2,247,-6.25,9
"601",8.3,240,-5.55,8
"602",7.9,259,-6.45,8
"603",7.6,241,-6.55,8
"604",7,240,-7.45,10
"605",7.4,264,-6.35,7
"606",6.8,254,-9.15,6
"607",5.5,272,-10.35,7
"608",4.6,254,-10.05,6
"609",8.9,215,-3.55,4
"610",9,260,-1.85,2
"611",6.3,203,-0.95,1
"612",8.9,252,1.55,4
"613",11,254,3.15,4
"614",11.2,254,3.75,3
"615",12,254,4.25,3
"616",13.1,247,3.45,3
"617",12.2,261,2.55,3
"618",10.4,243,1.45,4
"619",9.9,258,-1.55,6
"620",8.3,247,-3.15,7
"621",10.8,259,-3.75,10
"622",9.3,242,-3.35,10
"623",7.3,219,-4.05,9
"624",4.4,258,-5.55,10
"625",6.6,244,-6.15,11
"626",9,225,-4.85,9
"627",8.6,182,-4.95,9
"628",9.4,209,-5.75,8
"629",6.2,225,-7.55,8
"630",7,233,-6.75,8
"631",8.1,231,-6.65,8
"632",9.1,230,-5.35,7
"633",8.6,217,-3.85,6
"634",9.8,204,-1.25,5
"635",10.9,236,0.75,4
"636",15.8,258,1.55,4
"637",10.7,249,2.85,4
"638",13.2,249,3.55,3
"639",14.3,255,4.25,3
"640",16.3,252,4.05,4
"641",14,250,3.05,3
"642",11.3,239,1.95,4
"643",8.7,250,-0.95,5
"644",12.9,245,-3.25,8
"645",10.4,235,-3.25,9
"646",10.4,233,-3.05,10
"647",7.9,264,-3.55,11
"648",7.2,259,-3.85,11
"649",5.9,277,-3.65,10
"650",4.6,259,-6.65,13
"651",4.6,254,-7.45,15
"652",1.4,266,-7.65,18
"653",4.1,267,-7.95,18
"654",8.1,266,-5.75,17
"655",5.8,283,-6.85,17
"656",1.9,246,-7.85,18
"657",5.5,288,-2.95,15
"658",3.1,302,0.65,10
"659",4.8,241,2.55,7
"660",4.1,287,4.25,8
"661",6.6,248,5.85,7
"662",9.1,260,6.55,9
"663",14,252,7.15,10
"664",14.6,254,6.55,10
"665",13.7,252,5.95,10
"666",11.9,242,4.25,10
"667",12.3,231,1.75,11
"668",11.4,235,-0.15,11
"669",12.2,234,-0.65,11
"670",6.5,250,-1.95,13
"671",7.6,251,-2.25,15
"672",5.2,258,-0.85,15
"673",9.9,255,-3.65,19
"674",9,240,-2.55,19
"675",8.6,233,-2.55,19
"676",1.4,30,-2.95,22
"677",8.5,254,-3.85,23
"678",10.7,245,-2.05,18
"679",8.5,254,-3.15,14
"680",6.4,259,-3.45,14
"681",5.3,258,-1.45,13
"682",4.9,262,2.25,9
"683",9.1,257,4.75,7
"684",7.7,226,5.85,8
"685",7.1,231,6.95,8
"686",6.1,277,8.55,7
"687",13.6,257,9.55,6
"688",11.3,249,7.05,6
"689",9.1,239,7.05,6
"690",10,247,6.25,7
"691",8.4,251,3.25,9
"692",3.8,257,0.25,12
"693",5.7,263,-2.65,15
"694",1.7,152,-2.75,14
"695",5,278,-2.15,14
"696",5.3,278,-4.35,17
"697",1.3,11,-4.45,16
"698",0.8,237,-5.15,18
"699",3.6,262,-4.95,17
"700",3.2,276,-7.45,21
"701",4.5,281,-6.45,18
"702",9.4,265,-5.65,18
"703",8.3,276,-4.05,15
"704",7.4,267,-4.45,15
"705",3.7,277,-2.25,14
"706",6.4,272,1.55,9
"707",4.6,272,3.75,8
"708",6.8,266,6.65,5
"709",3.9,295,7.05,6
"710",10.2,251,8.95,4
"711",10.1,270,8.75,4
"712",13.6,240,7.85,5
"713",12.7,252,6.85,4
"714",12.5,256,4.95,5
"715",8.7,243,2.65,6
"716",6.3,248,1.95,7
"717",7,250,1.15,8
"718",4.8,271,0.35,9
"719",7.5,239,-1.05,11
"720",6,238,-1.95,11
"721",7.2,224,-3.45,12
"722",6,248,-3.65,12
"723",2.7,239,-3.05,12
"724",2.5,281,-4.95,15
"725",3.2,297,-2.75,18
"726",6.1,254,-2.45,20
"727",5.6,266,-2.05,18
"728",5.1,274,-4.75,23
"729",5.5,238,-0.25,20
"730",5.3,249,3.05,14
"731",8.5,258,5.85,12
"732",7.8,269,6.75,12
"733",7.8,266,7.75,12
"734",8.6,277,8.55,12
"735",7,241,8.05,12
"736",8.4,252,8.15,11
"737",8.7,248,7.35,11
"738",8.4,260,6.65,10
"739",5.7,258,3.85,13
"740",3.2,257,2.15,15
"741",4.4,240,0.15,17
"742",2.5,296,-0.85,18
"743",3.6,307,-2.35,22
"744",8.2,240,-0.15,20
"745",7.9,246,-0.15,19
"746",5.5,245,-1.15,19
"747",6.5,272,-1.95,22
"748",7.3,271,-3.65,23
"749",2.9,290,-3.25,21
"750",0.9,136,-4.45,23
"751",2.4,182,-5.75,26
"752",1,131,-5.75,23
"753",1.7,279,-6.85,25
"754",0.8,15,-0.65,22
"755",1.4,85,1.45,17
"756",3.1,204,8.25,7
"757",4.2,197,10.05,2
"758",7.7,208,10.65,1
"759",8.5,217,11.25,1
"760",9.7,213,11.05,1
"761",7.9,197,10.65,1
"762",6,201,10.05,1
"763",8.5,252,5.65,5
"764",6.5,273,3.75,9
"765",6.8,252,1.35,11
"766",2.6,311,-0.75,11
"767",2.7,255,-1.85,12
"768",2.4,238,-1.45,11
"769",7.1,273,-3.35,14
"770",8.2,279,-3.45,14
"771",1.2,203,-3.05,15
"772",1.2,333,-6.15,16
"773",0.8,153,-6.85,15
"774",0.9,318,-5.65,15
"775",1.5,42,-11.35,30
"776",1,45,-8.15,16
"777",1.2,185,-7.85,24
"778",1.3,38,-0.25,15
"779",1.9,38,1.55,16
"780",4.7,228,8.75,6
"781",4.5,266,9.75,5
"782",4.3,190,11.15,3
"783",3.9,258,11.75,2
"784",4.8,270,11.85,2
"785",6.4,262,11.55,3
"786",7.7,259,9.75,5
"787",7.3,261,6.65,6
"788",7.1,249,3.95,9
"789",7.4,240,2.35,10
"790",5.7,272,-0.15,13
"791",5.6,281,-1.05,15
"792",3.2,298,-2.25,15
"793",1.4,307,-5.15,18
"794",0.4,228,-4.45,16
"795",0.9,238,-4.35,18
"796",1.9,2,-6.25,20
"797",1.2,279,-5.65,19
"798",0.8,336,-9.15,23
"799",3,198,-9.65,26
"800",2.4,219,-13.45,39
"801",0.6,214,-9.45,29
"802",0.9,34,1.95,13
"803",1,101,1.35,16
"804",8.2,255,8.75,7
"805",8,252,8.95,5
"806",9.2,268,10.15,4
"807",9.3,263,10.55,4
"808",7.3,257,10.75,4
"809",8.9,272,10.15,5
"810",8.9,262,8.95,5
"811",9.6,260,6.05,6
"812",7.8,257,3.25,7
"813",6.7,254,2.25,9
"814",4.5,256,-2.35,12
"815",6.2,253,0.95,10
"816",8.7,270,-0.95,12
"817",2.2,243,-3.05,14
"818",1.9,236,-5.35,16
"819",1.8,237,-5.95,18
"820",1.6,202,-8.95,20
"821",1.2,201,-11.15,20
"822",2.7,217,-9.55,19
"823",3,206,-11.25,24
"824",1.8,224,-12.45,25
"825",0.7,238,-8.45,22
"826",0.7,195,-1.45,15
"827",1.6,64,0.15,15
"828",1.7,48,8.55,6
"829",3.1,31,11.05,4
"830",3.7,77,12.65,2
"831",1.7,16,13.35,1
"832",3.1,20,13.75,1
"833",2.1,63,13.75,1
"834",3.1,105,14.25,1
"835",2.9,262,9.65,1
"836",6,258,3.25,3
"837",6.8,261,3.75,4
"838",7,270,2.35,5
"839",5.6,272,0.45,6
"840",1,46,-0.55,6
"841",1.6,198,-1.45,7
"842",1.5,60,-3.05,9
"843",8.3,280,-1.55,8
"844",1.4,69,-3.05,9
"845",1.2,210,-3.65,11
"846",2,241,-4.65,12
"847",1.3,2,-7.75,13
"848",1.6,141,-6.65,11
"849",1.5,204,-3.95,13
"850",2.3,320,3.25,7
"851",0.7,176,3.95,10
"852",2.2,64,9.65,4
"853",2.2,40,12.35,1
"854",3.3,270,13.45,1
"855",7.7,251,13.15,1
"856",11.1,243,13.35,1
"857",11.6,259,11.85,2
"858",11.8,245,9.85,2
"859",10.5,244,6.15,4
"860",11.2,237,3.15,8
"861",9.3,258,1.85,9
"862",11.8,266,0.85,11
"863",10.8,274,-0.15,12
"864",10.3,258,-0.25,14
"865",10.4,275,-0.05,15
"866",11.1,273,-0.85,17
"867",1.7,185,-1.65,16
"868",8.7,274,-3.15,20
"869",2.2,234,-3.75,22
"870",1,202,-4.45,23
"871",1,199,-4.15,21
"872",0.5,355,-6.85,25
"873",1.1,146,-0.85,20
"874",5.7,272,3.25,16
"875",8.9,254,4.85,13
"876",9.8,245,7.55,9
"877",9.4,238,8.25,7
"878",9.4,245,9.65,4
"879",13,254,9.55,4
"880",12.6,258,8.65,4
"881",11.6,260,7.65,6
"882",10,258,6.15,11
"883",9,216,2.75,14
"884",8.5,263,0.75,18
"885",8,275,0.15,18
"886",5.5,291,-2.15,21
"887",1.3,196,-3.45,22
"888",7.1,277,-2.75,20
"889",7.9,278,-3.45,22
"890",6.8,275,-4.05,21
"891",2.1,181,-5.65,22
"892",3,255,-3.55,19
"893",0.8,236,-7.25,23
"894",2,217,-8.85,22
"895",0.5,303,-9.95,21
"896",1,235,-8.25,20
"897",1.3,208,-6.75,20
"898",1.4,47,-1.35,18
"899",0.6,85,4.45,12
"900",3.2,44,7.85,7
"901",8.5,302,10.15,7
"902",9.7,281,10.45,8
"903",10.2,274,10.45,7
"904",10.8,273,9.25,8
"905",10.4,269,8.95,7
"906",9.5,284,7.25,7
"907",8.6,292,3.75,8
